OBJECTID *,Shape *,Lat,Long,S1,S2,S3,S4
3741,Point,43.1211,-71.8752,43,11,71,52
3742,Point,43.1212,-71.8752,43,12,71,52
3743,Point,43.1213,-71.8752,43,13,71,52
3744,Point,43.1214,-71.8752,43,14,71,52
3745,Point,43.1215,-71.8752,43,15,71,52
3746,Point,43.1216,-71.8752,43,16,71,52
3747,Point,43.1217,-71.8752,43,17,71,52
3748,Point,43.1218,-71.8752,43,18,71,52
3749,Point,43.1219,-71.8752,43,19,71,52
3750,Point,43.122,-71.8752,43,20,71,52
3751,Point,43.1221,-71.8752,43,21,71,52
3752,Point,43.1222,-71.8752,43,22,71,52
3753,Point,43.1223,-71.8752,43,23,71,52
3754,Point,43.1224,-71.8752,43,24,71,52
3755,Point,43.1225,-71.8752,43,25,71,52
3756,Point,43.1226,-71.8752,43,26,71,52
3757,Point,43.1227,-71.8752,43,27,71,52
3758,Point,43.1228,-71.8752,43,28,71,52
3759,Point,43.1229,-71.8752,43,29,71,52
3760,Point,43.123,-71.8752,43,30,71,52
3761,Point,43.1231,-71.8752,43,31,71,52
3762,Point,43.1232,-71.8752,43,32,71,52
3763,Point,43.1233,-71.8752,43,33,71,52
3764,Point,43.1234,-71.8752,43,34,71,52
3765,Point,43.1235,-71.8752,43,35,71,52
3766,Point,43.1236,-71.8752,43,36,71,52
3767,Point,43.1237,-71.8752,43,37,71,52
3768,Point,43.1238,-71.8752,43,38,71,52
3769,Point,43.1239,-71.8752,43,39,71,52
3770,Point,43.124,-71.8752,43,40,71,52
3771,Point,43.1241,-71.8752,43,41,71,52
3772,Point,43.1242,-71.8752,43,42,71,52
3773,Point,43.1243,-71.8752,43,43,71,52
3774,Point,43.1244,-71.8752,43,44,71,52
3775,Point,43.1245,-71.8752,43,45,71,52
3776,Point,43.1246,-71.8752,43,46,71,52
3777,Point,43.1247,-71.8752,43,47,71,52
3778,Point,43.1248,-71.8752,43,48,71,52
3779,Point,43.1249,-71.8752,43,49,71,52
3780,Point,43.125,-71.8752,43,50,71,52
3781,Point,43.1251,-71.8752,43,51,71,52
3782,Point,43.1252,-71.8752,43,52,71,52
3783,Point,43.1253,-71.8752,43,53,71,52
3784,Point,43.1254,-71.8752,43,54,71,52
3785,Point,43.1255,-71.8752,43,55,71,52
3786,Point,43.1256,-71.8752,43,56,71,52
3787,Point,43.1257,-71.8752,43,57,71,52
3788,Point,43.1258,-71.8752,43,58,71,52
3789,Point,43.1259,-71.8752,43,59,71,52
3790,Point,43.126,-71.8752,43,60,71,52
3791,Point,43.1261,-71.8752,43,61,71,52
3792,Point,43.1262,-71.8752,43,62,71,52
3793,Point,43.1263,-71.8752,43,63,71,52
3794,Point,43.1264,-71.8752,43,64,71,52
3795,Point,43.1265,-71.8752,43,65,71,52
3796,Point,43.1266,-71.8752,43,66,71,52
3797,Point,43.1267,-71.8752,43,67,71,52
3798,Point,43.1268,-71.8752,43,68,71,52
3799,Point,43.1269,-71.8752,43,69,71,52
3800,Point,43.127,-71.8752,43,70,71,52
3801,Point,43.1271,-71.8752,43,71,71,52
3802,Point,43.1272,-71.8752,43,72,71,52
3803,Point,43.1273,-71.8752,43,73,71,52
3804,Point,43.1274,-71.8752,43,74,71,52
3805,Point,43.1275,-71.8752,43,75,71,52
3806,Point,43.1276,-71.8752,43,76,71,52
3807,Point,43.1277,-71.8752,43,77,71,52
3808,Point,43.1278,-71.8752,43,78,71,52
3809,Point,43.1279,-71.8752,43,79,71,52
3810,Point,43.128,-71.8752,43,80,71,52
3811,Point,43.1281,-71.8752,43,81,71,52
3812,Point,43.1282,-71.8752,43,82,71,52
3813,Point,43.1283,-71.8752,43,83,71,52
3814,Point,43.1284,-71.8752,43,84,71,52
3815,Point,43.1285,-71.8752,43,85,71,52
3816,Point,43.1286,-71.8752,43,86,71,52
3817,Point,43.1287,-71.8752,43,87,71,52
3818,Point,43.1288,-71.8752,43,88,71,52
3819,Point,43.1289,-71.8752,43,89,71,52
3820,Point,43.129,-71.8752,43,90,71,52
3821,Point,43.1291,-71.8752,43,91,71,52
3822,Point,43.1292,-71.8752,43,92,71,52
3823,Point,43.1293,-71.8752,43,93,71,52
3824,Point,43.1294,-71.8752,43,94,71,52
3825,Point,43.1295,-71.8752,43,95,71,52
3826,Point,43.1296,-71.8752,43,96,71,52
3827,Point,43.1297,-71.8752,43,97,71,52
3828,Point,43.1298,-71.8752,43,98,71,52
3829,Point,43.1299,-71.8752,43,99,71,52
3830,Point,43.1201,-71.8753,43,01,71,53
3831,Point,43.1202,-71.8753,43,02,71,53
3832,Point,43.1203,-71.8753,43,03,71,53
3833,Point,43.1204,-71.8753,43,04,71,53
3834,Point,43.1205,-71.8753,43,05,71,53
3835,Point,43.1206,-71.8753,43,06,71,53
3836,Point,43.1207,-71.8753,43,07,71,53
3837,Point,43.1208,-71.8753,43,08,71,53
3838,Point,43.1209,-71.8753,43,09,71,53
3839,Point,43.121,-71.8753,43,10,71,53
3840,Point,43.1211,-71.8753,43,11,71,53
3841,Point,43.1212,-71.8753,43,12,71,53
3842,Point,43.1213,-71.8753,43,13,71,53
3843,Point,43.1214,-71.8753,43,14,71,53
3844,Point,43.1215,-71.8753,43,15,71,53
3845,Point,43.1216,-71.8753,43,16,71,53
3846,Point,43.1217,-71.8753,43,17,71,53
3847,Point,43.1218,-71.8753,43,18,71,53
3848,Point,43.1219,-71.8753,43,19,71,53
3849,Point,43.122,-71.8753,43,20,71,53
3850,Point,43.1221,-71.8753,43,21,71,53
3851,Point,43.1222,-71.8753,43,22,71,53
3852,Point,43.1223,-71.8753,43,23,71,53
3853,Point,43.1224,-71.8753,43,24,71,53
3854,Point,43.1225,-71.8753,43,25,71,53
3855,Point,43.1226,-71.8753,43,26,71,53
3856,Point,43.1227,-71.8753,43,27,71,53
3857,Point,43.1228,-71.8753,43,28,71,53
3858,Point,43.1229,-71.8753,43,29,71,53
3859,Point,43.123,-71.8753,43,30,71,53
3860,Point,43.1231,-71.8753,43,31,71,53
3861,Point,43.1232,-71.8753,43,32,71,53
3862,Point,43.1233,-71.8753,43,33,71,53
3863,Point,43.1234,-71.8753,43,34,71,53
3864,Point,43.1235,-71.8753,43,35,71,53
3865,Point,43.1236,-71.8753,43,36,71,53
3866,Point,43.1237,-71.8753,43,37,71,53
3867,Point,43.1238,-71.8753,43,38,71,53
3868,Point,43.1239,-71.8753,43,39,71,53
3869,Point,43.124,-71.8753,43,40,71,53
3870,Point,43.1241,-71.8753,43,41,71,53
3871,Point,43.1242,-71.8753,43,42,71,53
3872,Point,43.1243,-71.8753,43,43,71,53
3873,Point,43.1244,-71.8753,43,44,71,53
3874,Point,43.1245,-71.8753,43,45,71,53
3875,Point,43.1246,-71.8753,43,46,71,53
3876,Point,43.1247,-71.8753,43,47,71,53
3877,Point,43.1248,-71.8753,43,48,71,53
3878,Point,43.1249,-71.8753,43,49,71,53
3879,Point,43.125,-71.8753,43,50,71,53
3880,Point,43.1251,-71.8753,43,51,71,53
3881,Point,43.1252,-71.8753,43,52,71,53
3882,Point,43.1253,-71.8753,43,53,71,53
3883,Point,43.1254,-71.8753,43,54,71,53
3884,Point,43.1255,-71.8753,43,55,71,53
3885,Point,43.1256,-71.8753,43,56,71,53
3886,Point,43.1257,-71.8753,43,57,71,53
3887,Point,43.1258,-71.8753,43,58,71,53
3888,Point,43.1259,-71.8753,43,59,71,53
3889,Point,43.126,-71.8753,43,60,71,53
3890,Point,43.1261,-71.8753,43,61,71,53
3891,Point,43.1262,-71.8753,43,62,71,53
3892,Point,43.1263,-71.8753,43,63,71,53
3893,Point,43.1264,-71.8753,43,64,71,53
3894,Point,43.1265,-71.8753,43,65,71,53
3895,Point,43.1266,-71.8753,43,66,71,53
3896,Point,43.1267,-71.8753,43,67,71,53
3897,Point,43.1268,-71.8753,43,68,71,53
3898,Point,43.1269,-71.8753,43,69,71,53
3899,Point,43.127,-71.8753,43,70,71,53
3900,Point,43.1271,-71.8753,43,71,71,53
3901,Point,43.1272,-71.8753,43,72,71,53
3902,Point,43.1273,-71.8753,43,73,71,53
3903,Point,43.1274,-71.8753,43,74,71,53
3904,Point,43.1275,-71.8753,43,75,71,53
3905,Point,43.1276,-71.8753,43,76,71,53
3906,Point,43.1277,-71.8753,43,77,71,53
3907,Point,43.1278,-71.8753,43,78,71,53
3908,Point,43.1279,-71.8753,43,79,71,53
3909,Point,43.128,-71.8753,43,80,71,53
3910,Point,43.1281,-71.8753,43,81,71,53
3911,Point,43.1282,-71.8753,43,82,71,53
3912,Point,43.1283,-71.8753,43,83,71,53
3913,Point,43.1284,-71.8753,43,84,71,53
3914,Point,43.1285,-71.8753,43,85,71,53
3915,Point,43.1286,-71.8753,43,86,71,53
3916,Point,43.1287,-71.8753,43,87,71,53
3917,Point,43.1288,-71.8753,43,88,71,53
3918,Point,43.1289,-71.8753,43,89,71,53
3919,Point,43.129,-71.8753,43,90,71,53
3920,Point,43.1291,-71.8753,43,91,71,53
3921,Point,43.1292,-71.8753,43,92,71,53
3922,Point,43.1293,-71.8753,43,93,71,53
3923,Point,43.1294,-71.8753,43,94,71,53
3924,Point,43.1295,-71.8753,43,95,71,53
3925,Point,43.1296,-71.8753,43,96,71,53
3926,Point,43.1297,-71.8753,43,97,71,53
3927,Point,43.1298,-71.8753,43,98,71,53
3928,Point,43.1299,-71.8753,43,99,71,53
3929,Point,43.1201,-71.8754,43,01,71,54
3930,Point,43.1202,-71.8754,43,02,71,54
3931,Point,43.1203,-71.8754,43,03,71,54
3932,Point,43.1204,-71.8754,43,04,71,54
3933,Point,43.1205,-71.8754,43,05,71,54
3934,Point,43.1206,-71.8754,43,06,71,54
3935,Point,43.1207,-71.8754,43,07,71,54
3936,Point,43.1208,-71.8754,43,08,71,54
3937,Point,43.1209,-71.8754,43,09,71,54
3938,Point,43.121,-71.8754,43,10,71,54
3939,Point,43.1211,-71.8754,43,11,71,54
3940,Point,43.1212,-71.8754,43,12,71,54
3941,Point,43.1213,-71.8754,43,13,71,54
3942,Point,43.1214,-71.8754,43,14,71,54
3943,Point,43.1215,-71.8754,43,15,71,54
3944,Point,43.1216,-71.8754,43,16,71,54
3945,Point,43.1217,-71.8754,43,17,71,54
3946,Point,43.1218,-71.8754,43,18,71,54
3947,Point,43.1219,-71.8754,43,19,71,54
3948,Point,43.122,-71.8754,43,20,71,54
3949,Point,43.1221,-71.8754,43,21,71,54
3950,Point,43.1222,-71.8754,43,22,71,54
3951,Point,43.1223,-71.8754,43,23,71,54
3952,Point,43.1224,-71.8754,43,24,71,54
3953,Point,43.1225,-71.8754,43,25,71,54
3954,Point,43.1226,-71.8754,43,26,71,54
3955,Point,43.1227,-71.8754,43,27,71,54
3956,Point,43.1228,-71.8754,43,28,71,54
3957,Point,43.1229,-71.8754,43,29,71,54
3958,Point,43.123,-71.8754,43,30,71,54
3959,Point,43.1231,-71.8754,43,31,71,54
3960,Point,43.1232,-71.8754,43,32,71,54
3961,Point,43.1233,-71.8754,43,33,71,54
3962,Point,43.1234,-71.8754,43,34,71,54
3963,Point,43.1235,-71.8754,43,35,71,54
3964,Point,43.1236,-71.8754,43,36,71,54
3965,Point,43.1237,-71.8754,43,37,71,54
3966,Point,43.1238,-71.8754,43,38,71,54
3967,Point,43.1239,-71.8754,43,39,71,54
3968,Point,43.124,-71.8754,43,40,71,54
3969,Point,43.1241,-71.8754,43,41,71,54
3970,Point,43.1242,-71.8754,43,42,71,54
3971,Point,43.1243,-71.8754,43,43,71,54
3972,Point,43.1244,-71.8754,43,44,71,54
3973,Point,43.1245,-71.8754,43,45,71,54
3974,Point,43.1246,-71.8754,43,46,71,54
3975,Point,43.1247,-71.8754,43,47,71,54
3976,Point,43.1248,-71.8754,43,48,71,54
3977,Point,43.1249,-71.8754,43,49,71,54
3978,Point,43.125,-71.8754,43,50,71,54
3979,Point,43.1251,-71.8754,43,51,71,54
3980,Point,43.1252,-71.8754,43,52,71,54
3981,Point,43.1253,-71.8754,43,53,71,54
3982,Point,43.1254,-71.8754,43,54,71,54
3983,Point,43.1255,-71.8754,43,55,71,54
3984,Point,43.1256,-71.8754,43,56,71,54
3985,Point,43.1257,-71.8754,43,57,71,54
3986,Point,43.1258,-71.8754,43,58,71,54
3987,Point,43.1259,-71.8754,43,59,71,54
3988,Point,43.126,-71.8754,43,60,71,54
3989,Point,43.1261,-71.8754,43,61,71,54
3990,Point,43.1262,-71.8754,43,62,71,54
3991,Point,43.1263,-71.8754,43,63,71,54
3992,Point,43.1264,-71.8754,43,64,71,54
3993,Point,43.1265,-71.8754,43,65,71,54
3994,Point,43.1266,-71.8754,43,66,71,54
3995,Point,43.1267,-71.8754,43,67,71,54
3996,Point,43.1268,-71.8754,43,68,71,54
3997,Point,43.1269,-71.8754,43,69,71,54
3998,Point,43.127,-71.8754,43,70,71,54
3999,Point,43.1271,-71.8754,43,71,71,54
4000,Point,43.1272,-71.8754,43,72,71,54
4001,Point,43.1273,-71.8754,43,73,71,54
4002,Point,43.1274,-71.8754,43,74,71,54
4003,Point,43.1275,-71.8754,43,75,71,54
4004,Point,43.1276,-71.8754,43,76,71,54
4005,Point,43.1277,-71.8754,43,77,71,54
4006,Point,43.1278,-71.8754,43,78,71,54
4007,Point,43.1279,-71.8754,43,79,71,54
4008,Point,43.128,-71.8754,43,80,71,54
4009,Point,43.1281,-71.8754,43,81,71,54
4010,Point,43.1282,-71.8754,43,82,71,54
4011,Point,43.1283,-71.8754,43,83,71,54
4012,Point,43.1284,-71.8754,43,84,71,54
4013,Point,43.1285,-71.8754,43,85,71,54
4014,Point,43.1286,-71.8754,43,86,71,54
4015,Point,43.1287,-71.8754,43,87,71,54
4016,Point,43.1288,-71.8754,43,88,71,54
4017,Point,43.1289,-71.8754,43,89,71,54
4018,Point,43.129,-71.8754,43,90,71,54
4019,Point,43.1291,-71.8754,43,91,71,54
4020,Point,43.1292,-71.8754,43,92,71,54
4021,Point,43.1293,-71.8754,43,93,71,54
4022,Point,43.1294,-71.8754,43,94,71,54
4023,Point,43.1295,-71.8754,43,95,71,54
4024,Point,43.1296,-71.8754,43,96,71,54
4025,Point,43.1297,-71.8754,43,97,71,54
4026,Point,43.1298,-71.8754,43,98,71,54
4027,Point,43.1299,-71.8754,43,99,71,54
4028,Point,43.12,-71.8755,43,00,71,55
4029,Point,43.1201,-71.8755,43,01,71,55
4030,Point,43.1202,-71.8755,43,02,71,55
4031,Point,43.1203,-71.8755,43,03,71,55
4032,Point,43.1204,-71.8755,43,04,71,55
4033,Point,43.1205,-71.8755,43,05,71,55
4034,Point,43.1206,-71.8755,43,06,71,55
4035,Point,43.1207,-71.8755,43,07,71,55
4036,Point,43.1208,-71.8755,43,08,71,55
4037,Point,43.1209,-71.8755,43,09,71,55
4038,Point,43.121,-71.8755,43,10,71,55
4039,Point,43.1211,-71.8755,43,11,71,55
4040,Point,43.1212,-71.8755,43,12,71,55
4041,Point,43.1213,-71.8755,43,13,71,55
4042,Point,43.1214,-71.8755,43,14,71,55
4043,Point,43.1215,-71.8755,43,15,71,55
4044,Point,43.1216,-71.8755,43,16,71,55
4045,Point,43.1217,-71.8755,43,17,71,55
4046,Point,43.1218,-71.8755,43,18,71,55
4047,Point,43.1219,-71.8755,43,19,71,55
4048,Point,43.122,-71.8755,43,20,71,55
4049,Point,43.1221,-71.8755,43,21,71,55
4050,Point,43.1222,-71.8755,43,22,71,55
4051,Point,43.1223,-71.8755,43,23,71,55
4052,Point,43.1224,-71.8755,43,24,71,55
4053,Point,43.1225,-71.8755,43,25,71,55
4054,Point,43.1226,-71.8755,43,26,71,55
4055,Point,43.1227,-71.8755,43,27,71,55
4056,Point,43.1228,-71.8755,43,28,71,55
4057,Point,43.1229,-71.8755,43,29,71,55
4058,Point,43.123,-71.8755,43,30,71,55
4059,Point,43.1231,-71.8755,43,31,71,55
4060,Point,43.1232,-71.8755,43,32,71,55
4061,Point,43.1233,-71.8755,43,33,71,55
4062,Point,43.1234,-71.8755,43,34,71,55
4063,Point,43.1235,-71.8755,43,35,71,55
4064,Point,43.1236,-71.8755,43,36,71,55
4065,Point,43.1237,-71.8755,43,37,71,55
4066,Point,43.1238,-71.8755,43,38,71,55
4067,Point,43.1239,-71.8755,43,39,71,55
4068,Point,43.124,-71.8755,43,40,71,55
4069,Point,43.1241,-71.8755,43,41,71,55
4070,Point,43.1242,-71.8755,43,42,71,55
4071,Point,43.1243,-71.8755,43,43,71,55
4072,Point,43.1244,-71.8755,43,44,71,55
4073,Point,43.1245,-71.8755,43,45,71,55
4074,Point,43.1246,-71.8755,43,46,71,55
4075,Point,43.1247,-71.8755,43,47,71,55
4076,Point,43.1248,-71.8755,43,48,71,55
4077,Point,43.1249,-71.8755,43,49,71,55
4078,Point,43.125,-71.8755,43,50,71,55
4079,Point,43.1251,-71.8755,43,51,71,55
4080,Point,43.1252,-71.8755,43,52,71,55
4081,Point,43.1253,-71.8755,43,53,71,55
4082,Point,43.1254,-71.8755,43,54,71,55
4083,Point,43.1255,-71.8755,43,55,71,55
4084,Point,43.1256,-71.8755,43,56,71,55
4085,Point,43.1257,-71.8755,43,57,71,55
4086,Point,43.1258,-71.8755,43,58,71,55
4087,Point,43.1259,-71.8755,43,59,71,55
4088,Point,43.126,-71.8755,43,60,71,55
4089,Point,43.1261,-71.8755,43,61,71,55
4090,Point,43.1262,-71.8755,43,62,71,55
4091,Point,43.1263,-71.8755,43,63,71,55
4092,Point,43.1264,-71.8755,43,64,71,55
4093,Point,43.1265,-71.8755,43,65,71,55
4094,Point,43.1266,-71.8755,43,66,71,55
4095,Point,43.1267,-71.8755,43,67,71,55
4096,Point,43.1268,-71.8755,43,68,71,55
4097,Point,43.1269,-71.8755,43,69,71,55
4098,Point,43.127,-71.8755,43,70,71,55
4099,Point,43.1271,-71.8755,43,71,71,55
4100,Point,43.1272,-71.8755,43,72,71,55
4101,Point,43.1273,-71.8755,43,73,71,55
4102,Point,43.1274,-71.8755,43,74,71,55
4103,Point,43.1275,-71.8755,43,75,71,55
4104,Point,43.1276,-71.8755,43,76,71,55
4105,Point,43.1277,-71.8755,43,77,71,55
4106,Point,43.1278,-71.8755,43,78,71,55
4107,Point,43.1279,-71.8755,43,79,71,55
4108,Point,43.128,-71.8755,43,80,71,55
4109,Point,43.1281,-71.8755,43,81,71,55
4110,Point,43.1282,-71.8755,43,82,71,55
4111,Point,43.1283,-71.8755,43,83,71,55
4112,Point,43.1284,-71.8755,43,84,71,55
4113,Point,43.1285,-71.8755,43,85,71,55
4114,Point,43.1286,-71.8755,43,86,71,55
4115,Point,43.1287,-71.8755,43,87,71,55
4116,Point,43.1288,-71.8755,43,88,71,55
4117,Point,43.1289,-71.8755,43,89,71,55
4118,Point,43.129,-71.8755,43,90,71,55
4119,Point,43.1291,-71.8755,43,91,71,55
4120,Point,43.1292,-71.8755,43,92,71,55
4121,Point,43.1293,-71.8755,43,93,71,55
4122,Point,43.1294,-71.8755,43,94,71,55
4123,Point,43.1295,-71.8755,43,95,71,55
4124,Point,43.1296,-71.8755,43,96,71,55
4125,Point,43.1297,-71.8755,43,97,71,55
4126,Point,43.1298,-71.8755,43,98,71,55
4127,Point,43.1299,-71.8755,43,99,71,55
4128,Point,43.12,-71.8756,43,00,71,56
4129,Point,43.1201,-71.8756,43,01,71,56
4130,Point,43.1202,-71.8756,43,02,71,56
4131,Point,43.1203,-71.8756,43,03,71,56
4132,Point,43.1204,-71.8756,43,04,71,56
4133,Point,43.1205,-71.8756,43,05,71,56
4134,Point,43.1206,-71.8756,43,06,71,56
4135,Point,43.1207,-71.8756,43,07,71,56
4136,Point,43.1208,-71.8756,43,08,71,56
4137,Point,43.1209,-71.8756,43,09,71,56
4138,Point,43.121,-71.8756,43,10,71,56
4139,Point,43.1211,-71.8756,43,11,71,56
4140,Point,43.1212,-71.8756,43,12,71,56
4141,Point,43.1213,-71.8756,43,13,71,56
4142,Point,43.1214,-71.8756,43,14,71,56
4143,Point,43.1215,-71.8756,43,15,71,56
4144,Point,43.1216,-71.8756,43,16,71,56
4145,Point,43.1217,-71.8756,43,17,71,56
4146,Point,43.1218,-71.8756,43,18,71,56
4147,Point,43.1219,-71.8756,43,19,71,56
4148,Point,43.122,-71.8756,43,20,71,56
4149,Point,43.1221,-71.8756,43,21,71,56
4150,Point,43.1222,-71.8756,43,22,71,56
4151,Point,43.1223,-71.8756,43,23,71,56
4152,Point,43.1224,-71.8756,43,24,71,56
4153,Point,43.1225,-71.8756,43,25,71,56
4154,Point,43.1226,-71.8756,43,26,71,56
4155,Point,43.1227,-71.8756,43,27,71,56
4156,Point,43.1228,-71.8756,43,28,71,56
4157,Point,43.1229,-71.8756,43,29,71,56
4158,Point,43.123,-71.8756,43,30,71,56
4159,Point,43.1231,-71.8756,43,31,71,56
4160,Point,43.1232,-71.8756,43,32,71,56
4161,Point,43.1233,-71.8756,43,33,71,56
4162,Point,43.1234,-71.8756,43,34,71,56
4163,Point,43.1235,-71.8756,43,35,71,56
4164,Point,43.1236,-71.8756,43,36,71,56
4165,Point,43.1237,-71.8756,43,37,71,56
4166,Point,43.1238,-71.8756,43,38,71,56
4167,Point,43.1239,-71.8756,43,39,71,56
4168,Point,43.124,-71.8756,43,40,71,56
4169,Point,43.1241,-71.8756,43,41,71,56
4170,Point,43.1242,-71.8756,43,42,71,56
4171,Point,43.1243,-71.8756,43,43,71,56
4172,Point,43.1244,-71.8756,43,44,71,56
4173,Point,43.1245,-71.8756,43,45,71,56
4174,Point,43.1246,-71.8756,43,46,71,56
4175,Point,43.1247,-71.8756,43,47,71,56
4176,Point,43.1248,-71.8756,43,48,71,56
4177,Point,43.1249,-71.8756,43,49,71,56
4178,Point,43.125,-71.8756,43,50,71,56
4179,Point,43.1251,-71.8756,43,51,71,56
4180,Point,43.1252,-71.8756,43,52,71,56
4181,Point,43.1253,-71.8756,43,53,71,56
4182,Point,43.1254,-71.8756,43,54,71,56
4183,Point,43.1255,-71.8756,43,55,71,56
4184,Point,43.1256,-71.8756,43,56,71,56
4185,Point,43.1257,-71.8756,43,57,71,56
4186,Point,43.1258,-71.8756,43,58,71,56
4187,Point,43.1259,-71.8756,43,59,71,56
4188,Point,43.126,-71.8756,43,60,71,56
4189,Point,43.1261,-71.8756,43,61,71,56
4190,Point,43.1262,-71.8756,43,62,71,56
4191,Point,43.1263,-71.8756,43,63,71,56
4192,Point,43.1264,-71.8756,43,64,71,56
4193,Point,43.1265,-71.8756,43,65,71,56
4194,Point,43.1266,-71.8756,43,66,71,56
4195,Point,43.1267,-71.8756,43,67,71,56
4196,Point,43.1268,-71.8756,43,68,71,56
4197,Point,43.1269,-71.8756,43,69,71,56
4198,Point,43.127,-71.8756,43,70,71,56
4199,Point,43.1271,-71.8756,43,71,71,56
4200,Point,43.1272,-71.8756,43,72,71,56
4201,Point,43.1273,-71.8756,43,73,71,56
4202,Point,43.1274,-71.8756,43,74,71,56
4203,Point,43.1275,-71.8756,43,75,71,56
4204,Point,43.1276,-71.8756,43,76,71,56
4205,Point,43.1277,-71.8756,43,77,71,56
4206,Point,43.1278,-71.8756,43,78,71,56
4207,Point,43.1279,-71.8756,43,79,71,56
4208,Point,43.128,-71.8756,43,80,71,56
4209,Point,43.1281,-71.8756,43,81,71,56
4210,Point,43.1282,-71.8756,43,82,71,56
4211,Point,43.1283,-71.8756,43,83,71,56
4212,Point,43.1284,-71.8756,43,84,71,56
4213,Point,43.1285,-71.8756,43,85,71,56
4214,Point,43.1286,-71.8756,43,86,71,56
4215,Point,43.1287,-71.8756,43,87,71,56
4216,Point,43.1288,-71.8756,43,88,71,56
4217,Point,43.1289,-71.8756,43,89,71,56
4218,Point,43.129,-71.8756,43,90,71,56
4219,Point,43.1291,-71.8756,43,91,71,56
4220,Point,43.1292,-71.8756,43,92,71,56
4221,Point,43.1293,-71.8756,43,93,71,56
4222,Point,43.1294,-71.8756,43,94,71,56
4223,Point,43.1295,-71.8756,43,95,71,56
4224,Point,43.1296,-71.8756,43,96,71,56
4225,Point,43.1297,-71.8756,43,97,71,56
4226,Point,43.1298,-71.8756,43,98,71,56
4227,Point,43.1299,-71.8756,43,99,71,56
4228,Point,43.12,-71.8757,43,00,71,57
4229,Point,43.1201,-71.8757,43,01,71,57
4230,Point,43.1202,-71.8757,43,02,71,57
4231,Point,43.1203,-71.8757,43,03,71,57
4232,Point,43.1204,-71.8757,43,04,71,57
4233,Point,43.1205,-71.8757,43,05,71,57
4234,Point,43.1206,-71.8757,43,06,71,57
4235,Point,43.1207,-71.8757,43,07,71,57
4236,Point,43.1208,-71.8757,43,08,71,57
4237,Point,43.1209,-71.8757,43,09,71,57
4238,Point,43.121,-71.8757,43,10,71,57
4239,Point,43.1211,-71.8757,43,11,71,57
4240,Point,43.1212,-71.8757,43,12,71,57
4241,Point,43.1213,-71.8757,43,13,71,57
4242,Point,43.1214,-71.8757,43,14,71,57
4243,Point,43.1215,-71.8757,43,15,71,57
4244,Point,43.1216,-71.8757,43,16,71,57
4245,Point,43.1217,-71.8757,43,17,71,57
4246,Point,43.1218,-71.8757,43,18,71,57
4247,Point,43.1219,-71.8757,43,19,71,57
4248,Point,43.122,-71.8757,43,20,71,57
4249,Point,43.1221,-71.8757,43,21,71,57
4250,Point,43.1222,-71.8757,43,22,71,57
4251,Point,43.1223,-71.8757,43,23,71,57
4252,Point,43.1224,-71.8757,43,24,71,57
4253,Point,43.1225,-71.8757,43,25,71,57
4254,Point,43.1226,-71.8757,43,26,71,57
4255,Point,43.1227,-71.8757,43,27,71,57
4256,Point,43.1228,-71.8757,43,28,71,57
4257,Point,43.1229,-71.8757,43,29,71,57
4258,Point,43.123,-71.8757,43,30,71,57
4259,Point,43.1231,-71.8757,43,31,71,57
4260,Point,43.1232,-71.8757,43,32,71,57
4261,Point,43.1233,-71.8757,43,33,71,57
4262,Point,43.1234,-71.8757,43,34,71,57
4263,Point,43.1235,-71.8757,43,35,71,57
4264,Point,43.1236,-71.8757,43,36,71,57
4265,Point,43.1237,-71.8757,43,37,71,57
4266,Point,43.1238,-71.8757,43,38,71,57
4267,Point,43.1239,-71.8757,43,39,71,57
4268,Point,43.124,-71.8757,43,40,71,57
4269,Point,43.1241,-71.8757,43,41,71,57
4270,Point,43.1242,-71.8757,43,42,71,57
4271,Point,43.1243,-71.8757,43,43,71,57
4272,Point,43.1244,-71.8757,43,44,71,57
4273,Point,43.1245,-71.8757,43,45,71,57
4274,Point,43.1246,-71.8757,43,46,71,57
4275,Point,43.1247,-71.8757,43,47,71,57
4276,Point,43.1248,-71.8757,43,48,71,57
4277,Point,43.1249,-71.8757,43,49,71,57
4278,Point,43.125,-71.8757,43,50,71,57
4279,Point,43.1251,-71.8757,43,51,71,57
4280,Point,43.1252,-71.8757,43,52,71,57
4281,Point,43.1253,-71.8757,43,53,71,57
4282,Point,43.1254,-71.8757,43,54,71,57
4283,Point,43.1255,-71.8757,43,55,71,57
4284,Point,43.1256,-71.8757,43,56,71,57
4285,Point,43.1257,-71.8757,43,57,71,57
4286,Point,43.1258,-71.8757,43,58,71,57
4287,Point,43.1259,-71.8757,43,59,71,57
4288,Point,43.126,-71.8757,43,60,71,57
4289,Point,43.1261,-71.8757,43,61,71,57
4290,Point,43.1262,-71.8757,43,62,71,57
4291,Point,43.1263,-71.8757,43,63,71,57
4292,Point,43.1264,-71.8757,43,64,71,57
4293,Point,43.1265,-71.8757,43,65,71,57
4294,Point,43.1266,-71.8757,43,66,71,57
4295,Point,43.1267,-71.8757,43,67,71,57
4296,Point,43.1268,-71.8757,43,68,71,57
4297,Point,43.1269,-71.8757,43,69,71,57
4298,Point,43.127,-71.8757,43,70,71,57
4299,Point,43.1271,-71.8757,43,71,71,57
4300,Point,43.1272,-71.8757,43,72,71,57
